parameter,mean_result
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7801639082953926
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7814145095585674
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7805083440502394
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7648678854562906
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7666557820013531
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7686380918463935
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7727346763218041
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7738552535417547
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7736281868245433
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.781749346971182
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7808263584586335
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7808958156029605
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.795087312853957
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7964338532083312
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7952511874183915
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7974405431304648
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7957476762881335
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7969062432017793
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7965748482206024
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.796911468049901
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7967515494372219
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.763594375760212
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7658484021661252
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7675974050885216
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7728570374145954
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7733644586001435
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7737898357703018
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7820420641436219
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7819847858275278
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7817353904214326
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7637347107192579
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7655184760081063
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7675971632327905
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7721529009320264
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7727958412540377
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7745856971580919
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7814893019420519
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7817830152543718
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7823345085595755
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7635828444829554
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7653839785619708
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7667203510393531
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7731268432605977
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7721540426221052
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7737804528598342
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7819450184123162
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7819829258859822
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7821920739870516
